Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
266075,Hon.,Bryanna,C,Ceron,F,bryanna.ceron@aol.com,Clarence Ceron,Leda Ceron,Remley,5/31/1968,03:00:40 PM,44.52711942042784,53,3/27/2002,Q1,H1,2002,3,March,Mar,27,Wednesday,Wed,15.35,137059,4%,410-99-3872,339-430-2785,Haydenville,Hampshire,Haydenville,MA,1039,Northeast,bcceron,YjPVafADkW2qD@
417358,Mr.,Eugene,K,Polansky,M,eugene.polansky@aol.com,Kasey Polansky,Muriel Polansky,Lebo,7/16/1963,07:57:08 AM,36.730169912283635,51,2/13/2011,Q1,H1,2011,2,February,Feb,13,Sunday,Sun,6.46,72629,20%,323-11-9035,304-974-5159,Spanishburg,Mercer,Spanishburg,WV,25922,South,ekpolansky,y[fHSi^VMGm
272266,Mrs.,Nilda,J,Cromer,F,nilda.cromer@yahoo.com,Johnie Cromer,Edie Cromer,Melancon,8/20/1969,09:06:39 PM,43.02323068681106,51,1/11/2000,Q1,H1,2000,1,January,Jan,11,Tuesday,Tue,17.56,61493,16%,477-55-6722,215-683-2478,York,York,York,PA,17406,Northeast,njcromer,274u_*\<|SzF~K
392385,Mr.,Alejandro,N,Oloughlin,M,alejandro.oloughlin@yahoo.com,Frederic Oloughlin,Shelia Oloughlin,Cantrell,3/12/1987,09:35:32 PM,39.70857795384862,68,9/3/2011,Q3,H2,2011,9,September,Sep,3,Saturday,Sat,5.9,178174,11%,628-31-1824,236-955-1083,Oldhams,Westmoreland,Oldhams,VA,22529,South,anoloughlin,UBUSFMOh<&9_[Az
921947,Dr.,Lon,A,Ballentine,M,lon.ballentine@yahoo.com,Carroll Ballentine,Ling Ballentine,Krouse,8/16/1984,07:26:19 PM,44.271904094338815,61,11/5/2007,Q4,H2,2007,11,November,Nov,5,Monday,Mon,9.73,48318,19%,336-11-6022,210-721-7088,Austin,Travis,Austin,TX,78747,South,laballentine,N}R0hwfc8aJ1J5
385723,Ms.,Breann,S,Gales,F,breann.gales@yahoo.ca,Rudy Gales,Nereida Gales,Blaney,12/6/1977,05:17:30 AM,48.780065819576514,50,5/22/2008,Q2,H1,2008,5,May,May,22,Thursday,Thu,9.19,127326,21%,421-67-3361,216-775-8418,Dayton,Montgomery,Dayton,OH,45406,Midwest,bsgales,a~2JM~+{0
114785,Mr.,Bradford,M,Belz,M,bradford.belz@yahoo.com,Myles Belz,Erica Belz,Shivers,12/26/1967,10:11:49 AM,49.50191685360598,82,2/26/2011,Q1,H1,2011,2,February,Feb,26,Saturday,Sat,6.42,91975,9%,661-22-0386,201-221-9334,South Amboy,Middlesex,South Amboy,NJ,8879,Northeast,bmbelz,bVU2g@\pqD@Pr[~
955322,Ms.,Iola,L,Yancy,F,iola.yancy@gmail.com,Leonardo Yancy,Corrina Yancy,Tabb,10/17/1960,09:57:19 PM,39.818727994324234,50,4/11/1985,Q2,H1,1985,4,April,Apr,11,Thursday,Thu,32.32,183018,20%,358-08-7421,316-851-7467,Goff,Nemaha,Goff,KS,66428,Midwest,ilyancy,BDeG|9GM_13^
961653,Ms.,Lyn,T,Antoine,F,lyn.antoine@bp.com,Jimmie Antoine,Candi Antoine,Nevius,1/9/1994,03:13:50 PM,41.237303960484965,41,10/28/2016,Q4,H2,2016,10,October,Oct,28,Friday,Fri,0.75,104919,2%,382-37-0038,239-950-3345,Titusville,Brevard,Titusville,FL,32796,South,ltantoine,JoBhv@%ab
636616,Mr.,Ervin,L,Hope,M,ervin.hope@yahoo.com,Filiberto Hope,Michel Hope,Goudreau,10/27/1985,08:50:40 PM,49.2503291506314,58,11/27/2007,Q4,H2,2007,11,November,Nov,27,Tuesday,Tue,9.67,104127,16%,415-99-2282,215-918-2431,Plainfield,Cumberland,Plainfield,PA,17081,Northeast,elhope,1w:uDazb8
252081,Hon.,Felipe,D,Kershaw,M,felipe.kershaw@aol.com,Leo Kershaw,Dara Kershaw,Dory,5/10/1972,08:03:07 AM,36.094919461348105,79,6/30/1999,Q2,H1,1999,6,June,Jun,30,Wednesday,Wed,18.09,81766,13%,614-87-5721,210-924-9649,Abilene,Taylor,Abilene,TX,79603,South,fdkershaw,83mi{V;/
762402,Hon.,Eileen,J,Eliason,F,eileen.eliason@btinternet.com,Phil Eliason,Larhonda Eliason,Wilker,12/15/1984,10:33:45 PM,43.07596526599917,43,8/6/2012,Q3,H2,2012,8,August,Aug,6,Monday,Mon,4.98,173058,15%,627-31-0878,240-682-6420,Capitol Heights,Prince George's,Capitol Heights,MD,20790,South,ejeliason,gCEJyr!Q9nIm/g
216843,Ms.,Lynne,O,Nagy,F,lynne.nagy@walmart.com,Dudley Nagy,Lyda Nagy,Sauter,11/18/1957,06:05:26 AM,39.8855603790018,47,3/25/1998,Q1,H1,1998,3,March,Mar,25,Wednesday,Wed,19.36,136556,29%,673-48-0103,215-253-0188,Leckrone,Fayette,Leckrone,PA,15454,Northeast,lonagy,N{X/V}34|I3BufP
841749,Mr.,Lonnie,O,Overbeck,M,lonnie.overbeck@hotmail.com,Royce Overbeck,Rosalee Overbeck,Howell,6/9/1989,03:18:40 AM,43.98151183568005,61,12/22/2016,Q4,H2,2016,12,December,Dec,22,Thursday,Thu,0.6,43941,28%,660-24-3459,225-471-6453,Gloster,De Soto,Gloster,LA,71030,South,looverbeck,O~g;1Qe9-B!S
613460,Mr.,Darin,D,Martens,M,darin.martens@hotmail.co.uk,Junior Martens,Toccara Martens,Almaguer,10/26/1963,09:38:44 PM,42.64269983540368,59,2/10/2009,Q1,H1,2009,2,February,Feb,10,Tuesday,Tue,8.47,198143,17%,499-29-1679,217-593-3305,Monticello,Piatt,Monticello,IL,61856,Midwest,ddmartens,ZuiLegC%C%
525704,Mr.,Shawn,M,Brawner,M,shawn.brawner@gmail.com,Alonzo Brawner,Mary Brawner,Knisely,3/18/1967,05:00:43 PM,46.85640441079009,59,5/5/2000,Q2,H1,2000,5,May,May,5,Friday,Fri,17.24,56467,19%,589-99-2746,405-881-8450,Lawton,Comanche,Lawton,OK,73502,South,smbrawner,8F&-2M%K?}e+FCy
384620,Mr.,Johnathon,C,Forster,M,johnathon.forster@hotmail.com,Jonah Forster,Corine Forster,Icenhour,5/14/1979,02:12:06 AM,45.249324285692296,76,6/17/2002,Q2,H1,2002,6,June,Jun,17,Monday,Mon,15.12,148709,12%,453-99-1182,212-695-8750,New York City,New York,New York City,NY,10128,Northeast,jcforster,k4F48D$M[P%KhW
409815,Prof.,Florencio,L,Tarwater,M,florencio.tarwater@gmail.com,Jessie Tarwater,Ayanna Tarwater,Crumbley,11/12/1981,09:37:57 PM,38.41687078803612,52,4/22/2017,Q2,H1,2017,4,April,Apr,22,Saturday,Sat,0.27,100334,12%,449-99-1585,208-928-2244,Arco,Butte,Arco,ID,83213,West,fltarwater,Z5XJnythJ_Q
139515,Hon.,Nan,G,Acord,F,nan.acord@earthlink.net,Nelson Acord,Tabitha Acord,Axtell,2/21/1958,04:01:21 AM,39.301210063035555,50,4/22/1999,Q2,H1,1999,4,April,Apr,22,Thursday,Thu,18.28,110411,24%,731-28-0490,206-354-2683,Kalama,Cowlitz,Kalama,WA,98625,West,ngacord,0<Cy]+$}g
367894,Ms.,Deborah,B,Chilton,F,deborah.chilton@microsoft.com,Brendan Chilton,Frank Chilton,Heacock,8/4/1971,08:16:04 AM,39.56266930134616,53,5/16/1997,Q2,H1,1997,5,May,May,16,Friday,Fri,20.21,115327,5%,237-99-3108,314-902-6566,Concordia,Lafayette,Concordia,MO,64020,Midwest,dbchilton,b}*WyTR7rja
485872,Dr.,Rusty,A,Mahn,M,rusty.mahn@yahoo.com,Louie Mahn,Jesenia Mahn,Hayworth,3/31/1972,10:42:50 AM,39.80934438683956,79,7/24/2010,Q3,H2,2010,7,July,Jul,24,Saturday,Sat,7.02,145138,7%,369-39-4024,304-362-2665,Wiley Ford,Mineral,Wiley Ford,WV,26767,South,ramahn,cRDI.~x2GB-ja
555927,Dr.,Juan,C,Baugh,M,juan.baugh@yahoo.ca,Boyce Baugh,Lettie Baugh,Willoughby,7/22/1966,07:27:36 PM,45.16599389831687,56,7/29/2003,Q3,H2,2003,7,July,Jul,29,Tuesday,Tue,14.01,112025,21%,269-17-3384,270-910-4060,Magnolia,Larue,Magnolia,KY,42757,South,jcbaugh,L;1Th7IJ]sS
351568,Mr.,Margarito,G,Biermann,M,margarito.biermann@yahoo.co.in,German Biermann,Autumn Biermann,Capone,5/2/1986,09:41:26 AM,39.84819939299585,86,9/1/2014,Q3,H2,2014,9,September,Sep,1,Monday,Mon,2.91,112408,24%,471-57-2666,218-957-2667,Gully,Polk,Gully,MN,56646,Midwest,mgbiermann,0#?nw5>+$h
669451,Mrs.,Domitila,E,Robinson,F,domitila.robinson@hotmail.com,Keith Robinson,Kia Robinson,Climer,4/23/1965,05:15:40 PM,37.73687846565714,53,6/9/2015,Q2,H1,2015,6,June,Jun,9,Tuesday,Tue,2.14,198124,23%,382-37-6579,216-329-6273,Cincinnati,Hamilton,Cincinnati,OH,45215,Midwest,derobinson,G@29JGK_
545828,Mr.,Isaias,G,Rosier,M,isaias.rosier@aol.com,Malik Rosier,Roselyn Rosier,Woodworth,3/10/1992,04:36:59 PM,45.574539089490145,75,4/21/2015,Q2,H1,2015,4,April,Apr,21,Tuesday,Tue,2.27,150383,30%,193-86-0157,401-869-8064,Smithfield,Providence,Smithfield,RI,2917,Northeast,igrosier,YXA:\1aIS
371069,Ms.,Debera,U,Nock,F,debera.nock@rediffmail.com,Gail Nock,Latina Nock,Lowry,10/15/1976,09:05:06 AM,47.67093058626466,48,11/17/2007,Q4,H2,2007,11,November,Nov,17,Saturday,Sat,9.7,175392,7%,312-35-2611,217-859-8660,Hoopeston,Vermilion,Hoopeston,IL,60942,Midwest,dunock,m.%E^aHy.13
254448,Prof.,Kraig,I,Lassiter,M,kraig.lassiter@gmail.com,Miquel Lassiter,Liana Lassiter,Charron,3/15/1958,12:01:43 PM,44.167202020198445,54,5/4/2008,Q2,H1,2008,5,May,May,4,Sunday,Sun,9.24,45004,0%,672-48-2004,270-876-0641,Flat Lick,Knox,Flat Lick,KY,40935,South,kilassiter,rN%VRFU-Xaz&
471445,Mr.,Derick,C,Weigle,M,derick.weigle@aol.com,Joaquin Weigle,Mark Weigle,Darbonne,2/20/1994,03:51:35 PM,42.27798099780615,77,8/13/2016,Q3,H2,2016,8,August,Aug,13,Saturday,Sat,0.96,72248,18%,403-73-7304,209-468-5581,San Diego,San Diego,San Diego,CA,92136,West,dcweigle,1\HFFQ\FJR!}en
163499,Prof.,Lyndon,L,Solorzano,M,lyndon.solorzano@sbcglobal.net,Keneth Solorzano,Cornelia Solorzano,Kelton,6/2/1983,01:55:02 PM,55.738013435859074,76,6/16/2007,Q2,H1,2007,6,June,Jun,16,Saturday,Sat,10.12,112267,9%,322-11-6889,503-852-3582,Wilsonville,Clackamas,Wilsonville,OR,97070,West,llsolorzano,zMC-|e.e@
224871,Hon.,Jarrett,T,Dombroski,M,jarrett.dombroski@hotmail.com,Monroe Dombroski,Lurline Dombroski,Muirhead,4/4/1978,01:20:04 AM,46.998948403947864,88,3/13/2000,Q1,H1,2000,3,March,Mar,13,Monday,Mon,17.39,136966,3%,460-99-5051,208-645-5302,Parker,Fremont,Parker,ID,83438,West,jtdombroski,Q8Rq>gwQ
350379,Hon.,Juli,I,Dossett,F,juli.dossett@gmail.com,Titus Dossett,Iris Dossett,Burrough,8/31/1993,05:03:09 AM,39.00068275346286,41,5/7/2017,Q2,H1,2017,5,May,May,7,Sunday,Sun,0.22,178601,6%,256-99-0577,316-313-6485,Burrton,Harvey,Burrton,KS,67020,Midwest,jidossett,ib8YHdYF}49
544982,Ms.,Phylicia,Q,Sigman,F,phylicia.sigman@gmail.com,Elvis Sigman,Francene Sigman,Guerra,1/14/1968,02:02:35 PM,39.9902829155208,50,10/5/2007,Q4,H2,2007,10,October,Oct,5,Friday,Fri,9.82,136500,29%,491-29-3961,201-250-4996,Keasbey,Middlesex,Keasbey,NJ,8832,Northeast,pqsigman,eyEfC!#l?1
858905,Ms.,Sana,J,Heffington,F,sana.heffington@microsoft.com,Mariano Heffington,Taryn Heffington,Marable,1/24/1993,04:59:22 PM,31.020230415209838,46,12/19/2016,Q4,H2,2016,12,December,Dec,19,Monday,Mon,0.61,164393,20%,300-15-2313,209-574-0351,Olema,Marin,Olema,CA,94950,West,sjheffington,e{wonpZ3TcR
946162,Mrs.,Dia,L,Tinney,F,dia.tinney@gmail.com,Rodger Tinney,Rossana Tinney,Hartwick,6/25/1966,05:59:24 AM,41.8721986309896,40,8/1/1987,Q3,H2,1987,8,August,Aug,1,Saturday,Sat,30.01,85939,28%,288-15-3522,405-962-5743,Nashoba,Pushmataha,Nashoba,OK,74558,South,dltinney,JGwG1BHG@WYtn{
652869,Mrs.,Chana,U,Wedge,F,chana.wedge@gmail.com,Amos Wedge,Doreatha Wedge,Garduno,7/8/1974,02:23:46 AM,40.26736757418687,58,4/11/2013,Q2,H1,2013,4,April,Apr,11,Thursday,Thu,4.3,55627,6%,675-48-3741,702-693-2585,Las Vegas,Clark,Las Vegas,NV,89124,West,cuwedge,3jM}Hb^E
460644,Mrs.,Josephine,W,Yockey,F,josephine.yockey@gmail.com,Orlando Yockey,Veda Yockey,Ignacio,6/17/1992,02:17:53 PM,45.165094811889524,40,4/28/2015,Q2,H1,2015,4,April,Apr,28,Tuesday,Tue,2.25,93585,26%,166-86-4756,236-831-7528,Wake,Middlesex,Wake,VA,23176,South,jwyockey,g9]r3sCltY
642517,Mrs.,Naida,E,Ling,F,naida.ling@gmail.com,Elisha Ling,Sindy Ling,Prevost,10/23/1995,08:04:37 AM,42.76451873427232,48,5/10/2017,Q2,H1,2017,5,May,May,10,Wednesday,Wed,0.22,128646,7%,289-15-0300,203-624-2002,Hartford,Hartford,Hartford,CT,6161,Northeast,neling,QV[#NsAD
559085,Mr.,Michel,U,Glowacki,M,michel.glowacki@microsoft.com,Rhett Glowacki,Alyce Glowacki,Dimas,4/29/1986,07:14:40 PM,42.76717457594082,63,7/18/2011,Q3,H2,2011,7,July,Jul,18,Monday,Mon,6.03,86656,9%,571-99-2873,252-529-4242,Tarawa Terrace,Onslow,Tarawa Terrace,NC,28543,South,muglowacki,1aR\43\?&0CpMCk
700602,Ms.,Jodi,T,Gamblin,F,jodi.gamblin@yahoo.com,Arlie Gamblin,Marissa Gamblin,Presswood,8/30/1992,11:30:06 PM,39.99839495621431,60,12/1/2016,Q4,H2,2016,12,December,Dec,1,Thursday,Thu,0.65,93047,29%,637-29-5135,479-866-3821,Holly Grove,Monroe,Holly Grove,AR,72069,South,jtgamblin,a[ddD6NM
324606,Mr.,Sheldon,D,Friddle,M,sheldon.friddle@shaw.ca,Quinton Friddle,Ellis Friddle,Kash,2/7/1959,04:18:06 AM,42.24879871399493,72,8/15/2011,Q3,H2,2011,8,August,Aug,15,Monday,Mon,5.96,62613,5%,527-99-2429,505-795-8683,Pueblo Of Acoma,Valencia,Pueblo Of Acoma,NM,87034,West,sdfriddle,VsFJ|YQQW0C
362479,Mrs.,Kamala,E,Myron,F,kamala.myron@gmail.com,Karl Myron,Charisse Myron,Ulrich,4/13/1991,02:15:56 PM,34.108882958895144,59,8/5/2014,Q3,H2,2014,8,August,Aug,5,Tuesday,Tue,2.98,177693,30%,341-11-5503,217-214-4669,Chicago,Chicago,Chicago,IL,60688,Midwest,kemyron,cW02v9c/8Gu.
130317,Mr.,Reynaldo,T,Lehman,M,reynaldo.lehman@shell.com,Kieth Lehman,Louise Lehman,Courville,7/21/1995,10:32:43 PM,39.56746217500693,78,7/25/2016,Q3,H2,2016,7,July,Jul,25,Monday,Mon,1.01,111118,13%,273-17-4983,319-591-7555,Davenport,Scott,Davenport,IA,52807,Midwest,rtlehman,k\8ARTYr
682434,Ms.,Martine,E,Sprouse,F,martine.sprouse@yahoo.com,Porfirio Sprouse,Adela Sprouse,Plaisance,11/2/1979,06:12:44 PM,43.55196069232836,41,7/23/2013,Q3,H2,2013,7,July,Jul,23,Tuesday,Tue,4.02,184855,22%,594-99-1678,236-208-7578,Calverton,Calverton,Calverton,VA,22016,South,mesprouse,EnsE9z<^IV
959188,Mr.,Len,D,Gaona,M,len.gaona@shaw.ca,Mel Gaona,Oda Gaona,Pulliam,2/12/1994,11:52:33 PM,41.782038243752105,71,8/6/2016,Q3,H2,2016,8,August,Aug,6,Saturday,Sat,0.98,131604,16%,474-55-9251,208-547-6469,Holbrook,Oneida,Holbrook,ID,83243,West,ldgaona,X7[abAIP5S
496277,Mrs.,Eufemia,M,Durso,F,eufemia.durso@gmail.com,Wilbert Durso,Dawne Durso,Booher,8/8/1984,11:34:45 AM,38.57040278526009,45,8/22/2006,Q3,H2,2006,8,August,Aug,22,Tuesday,Tue,10.94,97479,1%,401-73-8356,803-283-6986,Elgin,Kershaw,Elgin,SC,29045,South,emdurso,iuzfls;vB#xv8
949627,Drs.,Charlena,D,Brickner,F,charlena.brickner@aol.com,Carey Brickner,Hedy Brickner,Harr,4/16/1962,11:38:29 PM,51.30047236587471,43,12/9/2010,Q4,H2,2010,12,December,Dec,9,Thursday,Thu,6.64,171485,27%,313-35-3764,206-716-4942,Seattle,King,Seattle,WA,98060,West,cdbrickner,FW-^YOi#|&c<L
117951,Mrs.,Cordia,K,Sokol,F,cordia.sokol@gmail.com,Billy Sokol,Bianca Sokol,Plaza,12/12/1960,12:20:59 AM,41.50304760501885,60,12/24/1987,Q4,H2,1987,12,December,Dec,24,Thursday,Thu,29.61,104576,21%,523-99-8568,231-719-3738,Baldwin,Lake,Baldwin,MI,49304,Midwest,cksokol,tb:Wi@Lu?1B9
750078,Ms.,Yvette,N,Goodrum,F,yvette.goodrum@btinternet.com,Winfred Goodrum,Leeann Goodrum,Viverette,12/6/1970,12:05:40 AM,39.85208502674364,53,4/28/2017,Q2,H1,2017,4,April,Apr,28,Friday,Fri,0.25,109980,2%,492-29-2024,215-219-1396,Scranton,Lackawanna,Scranton,PA,18504,Northeast,yngoodrum,ZhOeY>Y}ly
831291,Ms.,Thuy,M,Brunk,F,thuy.brunk@apple.com,Francesco Brunk,Danelle Brunk,Anderson,11/21/1966,04:16:41 PM,45.476730215937884,57,3/9/2013,Q1,H1,2013,3,March,Mar,9,Saturday,Sat,4.39,189735,14%,274-17-0078,208-393-0085,Donnelly,Valley,Donnelly,ID,83615,West,tmbrunk,eGF0N0?x
154872,Ms.,Noma,U,Bozek,F,noma.bozek@yahoo.com,Jerrell Bozek,Pok Bozek,Carlos,6/13/1962,07:52:07 PM,40.61115960855758,43,2/28/1997,Q1,H1,1997,2,February,Feb,28,Friday,Fri,20.42,172570,20%,548-99-0159,304-499-8159,Charleston,Kanawha,Charleston,WV,25328,South,nubozek,Dj?kE?}{&;wtqE
315800,Dr.,Kenneth,V,Slocum,M,kenneth.slocum@walmart.com,Robin Slocum,Marlana Slocum,Strope,8/16/1995,07:48:05 PM,42.954688088815686,89,7/19/2017,Q3,H2,2017,7,July,Jul,19,Wednesday,Wed,0.02,107767,18%,653-60-4290,215-225-4684,Baden,Beaver,Baden,PA,15005,Northeast,kvslocum,7iU2vm_p]*&7
715775,Mr.,Clement,N,Rockey,M,clement.rockey@comcast.net,Lupe Rockey,Larissa Rockey,Langley,6/16/1958,09:44:44 PM,43.867756389228234,86,9/25/1986,Q3,H2,1986,9,September,Sep,25,Thursday,Thu,30.86,121071,0%,377-37-7080,212-667-6468,Meridian,Cayuga,Meridian,NY,13113,Northeast,cnrockey,5<v?fu#HN?j
367574,Ms.,Rosita,W,Matsumoto,F,rosita.matsumoto@gmail.com,Norris Matsumoto,Erlinda Matsumoto,Garwood,9/15/1973,03:31:41 AM,48.67951848900838,50,12/30/2005,Q4,H2,2005,12,December,Dec,30,Friday,Fri,11.58,134469,0%,419-67-7662,216-232-7598,Tallmadge,Summit,Tallmadge,OH,44278,Midwest,rwmatsumoto,PDoBEPGgwX
801446,Mrs.,Jacinta,S,Ashcroft,F,jacinta.ashcroft@outlook.com,Sang Ashcroft,Pearline Ashcroft,Frias,5/17/1965,06:44:23 AM,40.36003350785266,44,6/11/2007,Q2,H1,2007,6,June,Jun,11,Monday,Mon,10.14,124343,16%,531-71-7139,304-658-1465,Halltown,Jefferson,Halltown,WV,25423,South,jsashcroft,YO~So/gwrA^A%<l
832025,Mrs.,Sanora,B,Stallcup,F,sanora.stallcup@rediffmail.com,Merle Stallcup,Susan Stallcup,Mcglade,11/1/1963,04:49:24 AM,46.352254360603126,47,6/24/2014,Q2,H1,2014,6,June,Jun,24,Tuesday,Tue,3.1,134516,28%,719-18-5604,210-375-5298,Panola,Panola,Panola,TX,75685,South,sbstallcup,d2:FQF8##;]3
910372,Drs.,Felicita,X,Dickson,F,felicita.dickson@aol.com,Milton Dickson,Juliet Dickson,Tyndall,10/1/1967,03:59:57 PM,48.67149724860566,50,6/17/2013,Q2,H1,2013,6,June,Jun,17,Monday,Mon,4.12,114614,15%,766-04-5284,236-474-7196,Alexandria,Alexandria (city),Alexandria,VA,22336,South,fxdickson,f</[2Y^0
998412,Mrs.,Alethea,R,Alcala,F,alethea.alcala@hotmail.com,Armand Alcala,Amberly Alcala,Steel,8/22/1987,07:13:29 AM,41.69678775686414,46,4/6/2016,Q2,H1,2016,4,April,Apr,6,Wednesday,Wed,1.31,132473,8%,412-99-8888,270-712-5659,La Grange,Oldham,La Grange,KY,40031,South,aralcala,m2<zMsI%99wIAVk
820609,Mr.,Ben,W,Saterfiel,M,ben.saterfiel@aol.com,Arlen Saterfiel,Elke Saterfiel,Nicks,4/1/1970,10:37:16 PM,44.27373108345089,59,3/24/1996,Q1,H1,1996,3,March,Mar,24,Sunday,Sun,21.36,74433,19%,257-99-4712,215-939-1617,Clark,Mercer,Clark,PA,16113,Northeast,bwsaterfiel,Zt0r_mT4q@TmKg[
595067,Ms.,Calista,E,Lecuyer,F,calista.lecuyer@gmail.com,Willie Lecuyer,Hassie Lecuyer,Troiano,2/21/1975,06:19:59 PM,42.82010388120508,57,12/7/1996,Q4,H2,1996,12,December,Dec,7,Saturday,Sat,20.65,171942,1%,716-18-2555,216-246-2964,Woodsfield,Monroe,Woodsfield,OH,43793,Midwest,celecuyer,dfPI[&H_[CoA2M
604104,Ms.,Kaylee,D,Salzer,F,kaylee.salzer@cox.net,Ashley Salzer,Violette Salzer,Parrett,7/1/1971,07:20:34 AM,51.27916892673552,59,4/21/2007,Q2,H1,2007,4,April,Apr,21,Saturday,Sat,10.28,59251,2%,047-15-7031,252-346-1587,Pine Hall,Stokes,Pine Hall,NC,27042,South,kdsalzer,q3+h/d6p.Z&|X>]
746427,Mrs.,Renae,R,Winkle,F,renae.winkle@outlook.com,Wade Winkle,Larraine Winkle,Alejo,10/14/1957,09:09:14 AM,37.5403111054142,49,4/29/1992,Q2,H1,1992,4,April,Apr,29,Wednesday,Wed,25.26,167819,6%,477-55-7316,239-373-2900,Mount Dora,Lake,Mount Dora,FL,32757,South,rrwinkle,BV[CoV#FCQ%/
866712,Mr.,Blake,X,Konrad,M,blake.konrad@aol.com,Donnie Konrad,Galina Konrad,Tighe,8/8/1986,08:55:44 PM,46.234350092715886,61,9/7/2014,Q3,H2,2014,9,September,Sep,7,Sunday,Sun,2.89,80622,10%,178-86-4912,239-309-7873,Bradenton,Manatee,Bradenton,FL,34212,South,bxkonrad,m>MVckE14b4}+qF
141871,Mr.,Rufus,B,Thorp,M,rufus.thorp@yahoo.com,Ferdinand Thorp,Willodean Thorp,Welcher,6/15/1959,10:46:26 PM,34.22336689129535,62,3/20/1990,Q1,H1,1990,3,March,Mar,20,Tuesday,Tue,27.38,176694,22%,128-98-3468,239-237-7563,Miami,Miami-Dade,Miami,FL,33245,South,rbthorp,kcGeYxVj+^a
463909,Mrs.,Kori,X,Bushman,F,kori.bushman@gmail.com,Emery Bushman,Micaela Bushman,Beal,6/29/1962,09:41:25 AM,34.77769456940196,59,9/13/1998,Q3,H2,1998,9,September,Sep,13,Sunday,Sun,18.88,175032,25%,542-81-7248,803-814-0149,Smoaks,Colleton,Smoaks,SC,29481,South,kxbushman,Gv$4LOM#
555250,Mr.,Brandon,E,Prasad,M,brandon.prasad@gmail.com,Jasper Prasad,Nena Prasad,Gold,2/16/1975,05:14:29 PM,43.91149871761087,72,5/14/2006,Q2,H1,2006,5,May,May,14,Sunday,Sun,11.21,110360,18%,711-18-7287,201-276-0455,Leonardo,Monmouth,Leonardo,NJ,7737,Northeast,beprasad,fV#m/1[kC;v^E|Y
831085,Mrs.,Bella,D,Adams,F,bella.adams@yahoo.com,Ignacio Adams,Twyla Adams,Halsted,11/10/1975,04:19:58 AM,41.712424039015914,54,7/8/2011,Q3,H2,2011,7,July,Jul,8,Friday,Fri,6.06,63350,7%,433-99-6807,319-464-1991,Hanlontown,Worth,Hanlontown,IA,50444,Midwest,bdadams,Lx@Hc/f;
520669,Mrs.,Antonette,K,Klinger,F,antonette.klinger@hotmail.com,Earnest Klinger,Tabatha Klinger,Dupree,5/5/1959,03:07:49 PM,35.04477731762288,60,5/1/2010,Q2,H1,2010,5,May,May,1,Saturday,Sat,7.25,197456,30%,238-99-9948,209-774-1481,Fresno,Fresno,Fresno,CA,93779,West,akklinger,Rn#oU]sj
511759,Mr.,Eusebio,V,Beecham,M,eusebio.beecham@yahoo.com,Amado Beecham,Tameka Beecham,Millet,2/7/1973,06:56:41 PM,43.24450761344566,67,4/3/2004,Q2,H1,2004,4,April,Apr,3,Saturday,Sat,13.33,85911,12%,053-02-0393,218-635-5887,Henning,Otter Tail,Henning,MN,56551,Midwest,evbeecham,0.v!VePYWH1{h~
636740,Ms.,Kristel,R,Crain,F,kristel.crain@aol.com,Milo Crain,Roxane Crain,Shunk,3/26/1980,06:19:18 PM,46.58207223648319,47,5/8/2006,Q2,H1,2006,5,May,May,8,Monday,Mon,11.23,178232,2%,333-11-8922,308-210-1955,Omaha,Douglas,Omaha,NE,68127,Midwest,krcrain,O9E.]LF0a
133705,Mr.,Wally,C,Lopiccolo,M,wally.lopiccolo@yahoo.com,Edmund Lopiccolo,Blake Lopiccolo,Ros,10/2/1987,10:18:42 AM,38.111333623877485,54,4/12/2016,Q2,H1,2016,4,April,Apr,12,Tuesday,Tue,1.29,178213,16%,102-02-1497,218-722-8229,Dunnell,Martin,Dunnell,MN,56127,Midwest,wclopiccolo,F8H}?OFOK81j4^#
638199,Mr.,Augustus,P,Look,M,augustus.look@exxonmobil.com,Josiah Look,Lindsey Look,Marinello,8/18/1993,04:01:06 AM,41.92863777631105,57,9/24/2016,Q3,H2,2016,9,September,Sep,24,Saturday,Sat,0.84,57439,1%,303-37-1886,209-908-9596,Forbestown,Butte,Forbestown,CA,95941,West,aplook,c0hY|l]KsHJqab@
971886,Ms.,Carry,J,Fast,F,carry.fast@aol.com,Gil Fast,Callie Fast,Stahr,11/6/1977,04:27:48 PM,45.64963614847346,54,1/18/1999,Q1,H1,1999,1,January,Jan,18,Monday,Mon,18.54,92249,20%,243-99-5455,316-691-4313,Beattie,Marshall,Beattie,KS,66406,Midwest,cjfast,k:5k0Lzmbh\
